Incident_ID,Incident_Type,Area,Time_of_Day,Day_of_Week,Weather,Crowd_Level,CCTV_Available,Police_Response_Time,Ambulance_Response_Time,Fire_Response_Time,Number_of_People,Severity_Score,Previous_Incidents,Emergency_Level
7890,Accident,North,Morning,Friday,Cloudy,High,No,18.0,22,31,31,3,6,Medium
7891,Medical,Central,Night,Friday,Rainy,High,No,5.0,19,16,139,8,15,High
7892,Assault,Central,Night,Monday,Cloudy,Medium,No,20.0,10,21,212,9,7,High
7893,Assault,South,Morning,Wednesday,Sunny,High,Yes,5.0,10,35,35,6,7,High
7894,Theft,South,Morning,Saturday,Rainy,High,Yes,11.0,11,29,312,6,0,Medium
7895,Theft,South,Evening,Saturday,Cloudy,High,Yes,25.0,14,25,109,7,19,High
7896,Assault,Central,Morning,Sunday,Sunny,High,No,19.0,24,9,390,4,0,Medium
7897,Medical,South,Evening,Tuesday,Sunny,High,No,17.0,9,20,341,10,16,High
7898,Theft,South,Afternoon,Friday,Cloudy,High,Yes,5.0,17,35,442,8,9,High
7899,Medical,West,Night,Friday,Cloudy,High,No,23.0,23,35,363,4,19,High
7900,Accident,South,Night,Saturday,Rainy,Medium,Yes,9.0,20,12,404,3,8,High
7901,Theft,North,Night,Tuesday,Sunny,Medium,No,16.0,12,33,375,4,11,High
7902,Medical,East,Afternoon,Wednesday,Rainy,Low,No,23.0,26,4,401,2,6,Medium
7903,Assault,South,Morning,Friday,Rainy,Low,No,4.0,28,33,180,4,6,Medium
7904,Medical,East,Afternoon,Friday,Cloudy,High,No,23.0,30,35,150,4,10,High
7905,Fire,South,Evening,Thursday,Cloudy,High,Yes,14.0,12,11,61,5,6,Medium
7906,Theft,South,Evening,Thursday,Sunny,Low,Yes,10.0,19,7,252,10,16,High
7907,Fire,North,Morning,Tuesday,Cloudy,Medium,No,19.0,12,17,493,1,7,Medium
7908,Assault,Central,Night,Thursday,Cloudy,Low,No,13.0,10,35,427,5,8,High
7909,Assault,South,Night,Friday,Cloudy,High,Yes,9.0,20,31,261,3,5,Medium
7910,Theft,South,Afternoon,Saturday,Rainy,High,No,16.0,18,34,115,2,1,Low
7911,Assault,East,Evening,Saturday,Rainy,High,Yes,10.0,11,16,289,9,8,High
7912,Medical,North,Night,Thursday,Sunny,Medium,No,22.0,16,20,126,8,20,High
7913,Medical,South,Afternoon,Wednesday,Cloudy,Medium,Yes,8.0,28,31,14,2,16,High
7914,Accident,West,Afternoon,Tuesday,Cloudy,Medium,Yes,7.0,8,25,138,10,15,High
7915,Medical,South,Morning,Tuesday,Cloudy,Medium,Yes,25.0,26,27,444,6,16,High
7916,Theft,East,Morning,Friday,Cloudy,Medium,Yes,19.0,8,20,428,3,6,Medium
7917,Accident,West,Morning,Friday,Rainy,Low,No,6.0,26,13,117,2,6,Medium
7918,Accident,East,Night,Monday,Sunny,High,No,16.0,15,22,310,9,7,High
7919,Accident,East,Night,Tuesday,Rainy,Medium,Yes,14.0,11,33,242,3,16,High
7920,Theft,North,Morning,Monday,Sunny,High,Yes,20.0,17,22,308,5,4,Medium
7921,Theft,West,Night,Saturday,Sunny,Medium,No,8.0,28,9,14,10,1,High
7922,Theft,Central,Afternoon,Tuesday,Cloudy,High,Yes,3.0,15,10,1,10,4,High
7923,Accident,South,Morning,Sunday,,,Yes,,22,26,91,2,11,Medium
7924,Fire,Central,Afternoon,Friday,Cloudy,Medium,No,20.0,25,19,172,4,4,Medium
7925,Fire,North,Afternoon,Tuesday,Rainy,High,No,18.0,24,28,288,8,13,High
7926,Assault,Central,Afternoon,Wednesday,Sunny,High,No,3.0,5,21,30,1,1,Low
7927,Accident,South,Afternoon,Saturday,Sunny,Medium,No,4.0,19,30,330,2,10,High
7928,Accident,North,Afternoon,Friday,Cloudy,High,Yes,21.0,8,30,369,1,3,Low
7929,Assault,North,Morning,Saturday,Sunny,High,No,6.0,16,12,427,7,11,High
7930,Assault,West,Evening,Tuesday,Rainy,High,No,7.0,24,31,1,5,3,Medium
7931,Medical,South,Afternoon,Sunday,Rainy,Medium,Yes,16.0,20,9,463,5,15,High
7932,Medical,Central,Morning,Sunday,Rainy,Medium,Yes,24.0,9,26,61,3,7,Medium
7933,Accident,South,Night,Thursday,Sunny,Low,Yes,18.0,5,31,301,3,4,Medium
7934,Medical,North,Evening,Saturday,Cloudy,Low,Yes,9.0,19,13,405,2,4,Medium
7935,Medical,West,Evening,Thursday,Rainy,Medium,Yes,19.0,11,25,390,3,19,High
7936,Medical,East,Afternoon,Saturday,Cloudy,High,Yes,3.0,13,19,431,3,9,High
7937,Accident,Central,Afternoon,Thursday,Cloudy,Low,Yes,24.0,7,9,425,4,11,High
7938,Medical,South,Afternoon,Wednesday,Rainy,Medium,Yes,8.0,21,27,323,5,11,High
7939,Assault,North,Morning,Sunday,Sunny,Medium,Yes,5.0,7,20,88,4,2,Medium
7940,Medical,North,Morning,Saturday,Cloudy,High,Yes,15.0,12,9,459,4,18,High
7941,Medical,East,Evening,Thursday,Rainy,Low,Yes,7.0,12,35,324,8,13,High
7942,Assault,East,Afternoon,Monday,Sunny,Low,Yes,4.0,7,31,334,4,20,High
7943,Assault,West,Afternoon,Friday,Rainy,High,No,15.0,12,14,427,1,13,High
7944,Accident,West,Evening,Monday,Sunny,Medium,No,19.0,27,28,126,9,4,High
7945,Fire,Central,Afternoon,Tuesday,Sunny,Low,No,21.0,18,18,15,4,10,High
7946,Medical,South,Afternoon,Wednesday,Cloudy,Medium,No,16.0,28,22,254,8,7,High
7947,Accident,West,Evening,Friday,Rainy,High,Yes,23.0,28,25,45,9,15,High
7948,Theft,Central,Night,Saturday,Cloudy,High,No,23.0,17,28,194,7,16,High
7949,Medical,West,Afternoon,Tuesday,Sunny,High,No,15.0,18,17,248,1,11,Medium
7950,Medical,East,Morning,Saturday,Rainy,High,No,24.0,7,33,395,2,1,Low
7951,Assault,South,Afternoon,Saturday,Cloudy,Low,Yes,4.0,11,24,342,7,13,High
7952,Assault,Central,Evening,Thursday,Sunny,Low,No,14.0,20,9,398,6,10,High
7953,Accident,West,Morning,Saturday,Sunny,Low,No,24.0,18,33,475,2,8,Medium
7954,Accident,South,Evening,Wednesday,Cloudy,High,No,24.0,8,6,487,6,12,High
7955,Accident,Central,Night,Wednesday,Cloudy,High,No,5.0,18,35,379,3,9,High
7956,Medical,South,Morning,Friday,Sunny,Low,Yes,15.0,6,20,118,9,18,High
7957,Theft,West,Morning,Sunday,Cloudy,Medium,No,12.0,21,27,425,9,3,High
7958,Medical,Central,Afternoon,Wednesday,,,Yes,,18,6,130,4,8,High
7959,Theft,Central,Morning,Thursday,Cloudy,Low,Yes,18.0,22,17,85,3,19,High
7960,Medical,East,Evening,Sunday,Sunny,Low,No,24.0,23,7,418,10,6,High
7961,Accident,North,Afternoon,Thursday,Sunny,High,Yes,18.0,6,26,349,8,14,High
7962,Assault,West,Evening,Saturday,Cloudy,Low,No,12.0,27,34,196,10,4,High
7963,Assault,East,Evening,Wednesday,Sunny,Low,Yes,23.0,20,26,137,4,19,High
7964,Accident,East,Evening,Sunday,Rainy,Low,Yes,11.0,15,27,292,6,17,High
7965,Accident,North,Morning,Sunday,Cloudy,High,No,17.0,23,10,426,3,2,Medium
7966,Theft,West,Morning,Tuesday,Cloudy,Medium,Yes,18.0,7,30,98,5,11,High
7967,Accident,East,Evening,Thursday,Cloudy,High,No,4.0,9,20,474,8,4,High
7968,Accident,Central,Afternoon,Friday,Rainy,Low,No,11.0,9,21,221,3,2,Medium
7969,Medical,Central,Night,Monday,Cloudy,Low,No,8.0,11,7,458,6,15,High
7970,Theft,West,Afternoon,Thursday,Sunny,Low,No,15.0,16,27,145,10,8,High
7971,Medical,Central,Afternoon,Wednesday,,,No,,9,16,346,3,7,Medium
7972,Medical,South,Night,Wednesday,Cloudy,Low,No,18.0,27,30,195,7,6,High
7973,Medical,North,Morning,Wednesday,Cloudy,Low,No,18.0,12,27,144,10,6,High
7974,Assault,West,Afternoon,Thursday,Sunny,High,No,21.0,13,35,352,10,20,High
7975,Accident,Central,Afternoon,Tuesday,Sunny,Medium,Yes,20.0,18,16,135,3,17,High
7976,Assault,North,Evening,Tuesday,Sunny,Medium,No,24.0,25,16,253,4,11,High
7977,Accident,North,Morning,Friday,Rainy,High,Yes,19.0,22,13,241,4,13,High
7978,Assault,North,Afternoon,Wednesday,Cloudy,High,Yes,21.0,15,22,441,3,5,Medium
7979,Medical,Central,Afternoon,Friday,Cloudy,High,Yes,15.0,27,23,301,2,5,Medium
7980,Accident,Central,Night,Thursday,Sunny,High,Yes,12.0,24,20,233,2,8,Medium
7981,Theft,Central,Night,Tuesday,Cloudy,Low,Yes,6.0,23,29,55,2,4,Low
7982,Theft,Central,Afternoon,Tuesday,Cloudy,High,Yes,22.0,10,33,7,2,4,Low
7983,Accident,North,Night,Wednesday,Sunny,Medium,No,11.0,17,35,401,10,9,High
7984,Assault,North,Evening,Monday,Sunny,Medium,No,24.0,9,20,364,2,4,Medium
7985,Accident,East,Morning,Thursday,Rainy,Medium,Yes,23.0,29,31,412,4,19,High
7986,Assault,Central,Night,Friday,Sunny,High,Yes,6.0,19,33,208,5,3,Medium
7987,Medical,West,Afternoon,Friday,Rainy,Low,No,20.0,29,16,16,2,19,High
7988,Fire,North,Evening,Sunday,Rainy,Low,No,18.0,14,10,380,4,13,High
7989,Medical,South,Night,Sunday,Sunny,High,Yes,7.0,13,16,130,8,8,High
7990,Assault,East,Morning,Saturday,Sunny,Medium,Yes,6.0,26,17,473,1,15,High
7991,Medical,East,Evening,Thursday,Sunny,Low,No,14.0,13,31,105,9,10,High
7992,Medical,East,Evening,Monday,Sunny,Medium,Yes,10.0,29,26,362,10,5,High
7993,Assault,North,Afternoon,Thursday,Cloudy,High,Yes,23.0,27,27,364,6,8,High
7994,Fire,South,Afternoon,Saturday,Rainy,Low,Yes,12.0,19,28,75,10,3,High
7995,Medical,East,Night,Monday,Rainy,Medium,Yes,23.0,30,6,457,4,3,Medium
7996,Medical,West,Evening,Friday,Cloudy,High,Yes,21.0,23,17,496,7,10,High
7997,Assault,West,Afternoon,Thursday,Sunny,High,No,20.0,23,29,61,9,16,High
7998,Assault,South,Evening,Sunday,Cloudy,Low,Yes,25.0,7,23,341,1,16,High
7999,Fire,South,Afternoon,Saturday,Cloudy,High,Yes,21.0,7,31,327,6,15,High
8000,Fire,East,Afternoon,Friday,Sunny,High,Yes,5.0,21,28,269,10,2,High
8001,Medical,West,Evening,Monday,Sunny,Low,No,4.0,27,16,366,2,16,High
8002,Assault,East,Morning,Friday,Rainy,High,Yes,13.0,25,25,208,7,20,High
8003,Theft,West,Night,Thursday,Sunny,High,Yes,5.0,14,5,270,4,20,High
8004,Fire,South,Afternoon,Sunday,Rainy,High,No,6.0,18,4,188,3,17,High
8005,Accident,East,Evening,Tuesday,Cloudy,Low,Yes,11.0,16,7,321,10,18,High
8006,Assault,Central,Evening,Tuesday,Sunny,Low,No,20.0,26,28,323,5,18,High
8007,Assault,East,Morning,Tuesday,Sunny,High,Yes,8.0,30,35,177,9,18,High
8008,Fire,Central,Morning,Saturday,Rainy,Low,Yes,7.0,23,34,490,8,7,High
8009,Accident,West,Afternoon,Wednesday,Rainy,Low,No,4.0,22,11,224,3,16,High
8010,Accident,North,Night,Friday,Sunny,Low,No,23.0,25,24,477,7,13,High
8011,Fire,South,Night,Saturday,Cloudy,Low,Yes,23.0,8,11,172,1,15,High
8012,Assault,Central,Afternoon,Tuesday,Cloudy,Low,No,16.0,10,24,468,6,13,High
8013,Accident,East,Afternoon,Monday,Sunny,Low,Yes,14.0,30,29,147,9,9,High
8014,Assault,North,Evening,Monday,Sunny,High,Yes,18.0,29,17,2,3,11,Medium
8015,Theft,Central,Morning,Monday,Sunny,Medium,No,18.0,20,35,58,8,5,High
8016,Theft,Central,Afternoon,Thursday,Sunny,Medium,No,7.0,28,12,22,7,16,High
8017,Fire,West,Night,Thursday,Sunny,Low,Yes,8.0,24,19,172,8,11,High
8018,Medical,East,Evening,Sunday,Sunny,High,Yes,21.0,11,4,492,3,5,Medium
8019,Fire,North,Night,Wednesday,Cloudy,Medium,Yes,19.0,28,28,207,2,0,Low
8020,Medical,South,Afternoon,Wednesday,Sunny,Medium,No,17.0,21,8,495,1,4,Medium
8021,Fire,West,Afternoon,Sunday,Sunny,Medium,No,9.0,8,35,455,9,11,High
8022,Theft,North,Afternoon,Wednesday,Cloudy,Medium,No,5.0,23,12,250,7,20,High
8023,Accident,South,Night,Monday,Cloudy,High,Yes,23.0,16,22,227,2,2,Low
8024,Fire,South,Evening,Friday,Cloudy,Low,No,9.0,7,24,360,8,17,High
8025,Medical,North,Afternoon,Tuesday,Sunny,Medium,No,22.0,16,10,212,3,18,High
8026,Medical,North,Evening,Friday,Sunny,High,No,11.0,30,27,391,4,15,High
8027,Assault,Central,Afternoon,Friday,Sunny,High,Yes,7.0,11,16,328,7,9,High
8028,Medical,North,Morning,Tuesday,Rainy,Medium,Yes,8.0,5,4,371,5,14,High
8029,Accident,West,Night,Saturday,Cloudy,Low,Yes,8.0,8,6,326,8,17,High
8030,Fire,East,Night,Saturday,Rainy,Low,No,16.0,17,25,460,9,1,High
8031,Fire,East,Night,Wednesday,Sunny,Low,No,12.0,11,24,488,6,6,High
8032,Accident,East,Night,Sunday,Cloudy,Medium,Yes,10.0,28,21,42,8,10,High
8033,Assault,North,Morning,Monday,Cloudy,High,Yes,21.0,24,14,461,5,8,High
8034,Accident,North,Night,Wednesday,Rainy,Medium,Yes,19.0,19,6,290,8,1,High
8035,Medical,Central,Morning,Saturday,Sunny,Low,Yes,16.0,28,23,500,9,11,High
8036,Fire,South,Morning,Wednesday,Cloudy,High,No,22.0,6,25,374,6,7,High
8037,Theft,South,Evening,Wednesday,Cloudy,Low,No,3.0,30,22,423,4,13,High
8038,Fire,Central,Afternoon,Saturday,Sunny,Medium,Yes,21.0,13,24,304,2,9,Medium
8039,Theft,East,Afternoon,Friday,Sunny,Low,No,16.0,5,10,258,4,19,High
8040,Medical,West,Evening,Thursday,Rainy,Medium,No,21.0,27,24,103,6,8,High
8041,Theft,South,Afternoon,Saturday,Rainy,Medium,No,8.0,10,24,207,4,6,Medium
8042,Fire,South,Night,Wednesday,Rainy,Low,Yes,18.0,25,18,263,8,3,High
8043,Assault,West,Night,Friday,Rainy,Low,No,18.0,11,22,41,5,16,High
8044,Fire,West,Afternoon,Monday,Sunny,Medium,Yes,22.0,21,23,298,6,14,High
8045,Medical,North,Afternoon,Saturday,Cloudy,Medium,Yes,8.0,12,7,39,2,8,Medium
8046,Assault,South,Morning,Thursday,Cloudy,High,Yes,10.0,28,23,31,7,20,High
8047,Fire,West,Night,Friday,Sunny,High,No,18.0,12,31,127,3,12,High
8048,Accident,East,Afternoon,Friday,Cloudy,High,Yes,3.0,8,33,231,9,1,High
8049,Theft,South,Afternoon,Tuesday,Sunny,Medium,No,22.0,20,23,78,3,2,Low
8050,Theft,Central,Morning,Friday,Sunny,Low,Yes,14.0,27,7,15,4,7,Medium
8051,Accident,South,Morning,Tuesday,Cloudy,High,Yes,14.0,6,15,323,2,1,Low
8052,Medical,East,Evening,Friday,Sunny,High,No,23.0,23,32,147,5,13,High
8053,Theft,Central,Morning,Friday,Cloudy,Medium,No,14.0,15,14,173,7,8,High
8054,Accident,Central,Night,Monday,Cloudy,Low,Yes,19.0,18,19,421,5,8,High
8055,Medical,North,Morning,Friday,Cloudy,High,No,15.0,26,5,171,10,1,High
8056,Fire,East,Afternoon,Thursday,Rainy,Low,No,16.0,7,4,91,6,15,High
8057,Fire,East,Morning,Sunday,Rainy,High,Yes,11.0,9,21,380,2,16,High
8058,Medical,South,Morning,Friday,Rainy,High,Yes,10.0,24,29,279,5,11,High
8059,Fire,West,Afternoon,Wednesday,Rainy,Medium,Yes,10.0,13,33,317,5,20,High
8060,Assault,North,Morning,Friday,Sunny,Medium,Yes,20.0,16,27,224,1,7,Medium
8061,Assault,South,Night,Tuesday,Rainy,High,No,20.0,20,34,83,5,10,High
8062,Accident,Central,Morning,Friday,Sunny,Medium,No,21.0,20,14,80,7,4,High
8063,Theft,North,Afternoon,Saturday,Cloudy,High,No,8.0,13,13,117,6,14,High
8064,Theft,West,Night,Monday,Cloudy,High,Yes,20.0,5,35,177,10,4,High
8065,Fire,West,Afternoon,Wednesday,Rainy,Low,No,20.0,27,14,272,6,10,High
8066,Fire,East,Night,Thursday,Sunny,High,No,16.0,15,23,303,6,2,Medium
8067,Theft,South,Morning,Monday,Sunny,Low,Yes,9.0,25,10,260,4,19,High
8068,Accident,South,Morning,Thursday,Sunny,Medium,No,23.0,25,6,120,2,16,High
8069,Theft,East,Morning,Tuesday,Sunny,Medium,No,10.0,14,21,338,3,8,High
8070,Fire,South,Night,Thursday,Cloudy,Medium,Yes,12.0,14,34,31,3,14,High
8071,Medical,South,Night,Wednesday,Sunny,High,Yes,18.0,10,14,34,10,3,High
8072,Medical,East,Evening,Friday,Sunny,High,No,3.0,29,20,391,9,14,High
8073,Medical,West,Morning,Saturday,Rainy,High,No,15.0,8,31,245,9,4,High
8074,Theft,Central,Evening,Saturday,Rainy,Medium,Yes,11.0,30,11,449,8,11,High
8075,Medical,West,Morning,Thursday,,,No,,23,20,227,10,20,High
8076,Assault,South,Morning,Friday,Sunny,Low,No,8.0,27,32,396,2,0,Low
8077,Fire,North,Morning,Tuesday,Rainy,High,Yes,12.0,16,13,116,8,0,Medium
8078,Assault,West,Evening,Sunday,Rainy,Low,Yes,12.0,18,35,161,8,15,High
8079,Accident,North,Night,Monday,Rainy,Low,Yes,15.0,17,22,274,10,12,High
8080,Theft,North,Afternoon,Saturday,Sunny,High,Yes,11.0,28,14,33,9,9,High
8081,Assault,North,Afternoon,Wednesday,Sunny,High,No,12.0,14,17,203,2,15,High
8082,Medical,East,Afternoon,Saturday,Cloudy,High,Yes,12.0,5,31,387,9,4,High
8083,Accident,West,Morning,Tuesday,Sunny,High,No,11.0,17,15,172,4,4,Medium
8084,Assault,Central,Night,Sunday,Rainy,High,Yes,13.0,11,19,30,8,4,High
8085,Theft,Central,Night,Friday,Rainy,High,Yes,8.0,26,12,307,1,19,High
8086,Accident,East,Evening,Friday,Sunny,Medium,Yes,25.0,14,10,33,6,15,High
8087,Theft,Central,Evening,Tuesday,Sunny,High,No,13.0,22,10,214,5,0,Medium
8088,Accident,South,Evening,Wednesday,Cloudy,Low,Yes,17.0,15,19,122,2,15,High
8089,Medical,West,Evening,Sunday,Sunny,Low,Yes,25.0,17,26,407,6,7,High
8090,Theft,West,Night,Monday,Cloudy,Low,No,22.0,11,13,138,2,11,Medium
8091,Assault,North,Evening,Saturday,Sunny,High,No,10.0,15,10,4,5,13,High
8092,Fire,Central,Night,Monday,Cloudy,Medium,No,20.0,11,7,354,6,8,High
8093,Theft,Central,Evening,Monday,Rainy,Medium,No,20.0,8,12,45,6,4,Medium
8094,Assault,Central,Afternoon,Wednesday,Sunny,Low,No,4.0,14,4,128,8,18,High
8095,Fire,North,Afternoon,Wednesday,Cloudy,Low,No,3.0,28,31,468,2,12,High
8096,Theft,West,Afternoon,Saturday,Cloudy,High,Yes,7.0,26,22,405,7,17,High
8097,Assault,East,Evening,Tuesday,Cloudy,Medium,No,16.0,7,10,372,5,13,High
8098,Accident,East,Afternoon,Tuesday,Sunny,High,Yes,22.0,19,30,292,8,16,High
8099,Theft,Central,Morning,Monday,Rainy,High,Yes,24.0,16,28,142,6,15,High
8100,Accident,North,Morning,Saturday,Sunny,Low,No,8.0,14,11,203,8,5,High
8101,Fire,South,Evening,Monday,Sunny,Low,No,13.0,11,32,253,1,17,High
8102,Assault,Central,Morning,Wednesday,Rainy,High,No,9.0,26,12,371,8,4,High
8103,Medical,West,Evening,Friday,Cloudy,Medium,No,5.0,14,19,194,8,15,High
8104,Assault,East,Night,Sunday,Rainy,High,Yes,7.0,23,21,260,4,2,Medium
8105,Assault,Central,Morning,Tuesday,Rainy,High,No,6.0,9,23,140,3,18,High
8106,Theft,West,Evening,Friday,Cloudy,Low,Yes,16.0,14,4,45,9,13,High
8107,Medical,West,Afternoon,Tuesday,Sunny,High,Yes,3.0,26,15,364,2,7,Medium
8108,Accident,West,Night,Saturday,Sunny,Low,Yes,24.0,19,9,422,7,20,High
8109,Fire,South,Morning,Wednesday,Rainy,High,No,22.0,30,9,262,3,13,High
8110,Fire,Central,Night,Tuesday,Sunny,Low,Yes,25.0,21,23,178,3,5,Medium
8111,Theft,West,Evening,Thursday,Cloudy,High,Yes,4.0,26,26,496,2,15,High
8112,Theft,South,Night,Wednesday,Sunny,High,No,23.0,23,21,248,5,18,High
8113,Fire,West,Night,Thursday,Rainy,High,Yes,14.0,28,19,232,10,1,High
8114,Medical,North,Evening,Thursday,Rainy,Low,Yes,25.0,17,10,213,2,16,High
8115,Theft,Central,Evening,Tuesday,Rainy,Medium,No,17.0,26,9,45,3,8,Medium
8116,Fire,Central,Evening,Wednesday,Rainy,Medium,No,15.0,19,32,103,4,0,Low
8117,Accident,East,Afternoon,Thursday,Cloudy,Medium,Yes,19.0,26,12,491,6,13,High
8118,Assault,Central,Night,Thursday,Sunny,Low,Yes,23.0,15,8,390,9,10,High
8119,Accident,Central,Morning,Tuesday,Rainy,Medium,No,11.0,16,31,140,9,17,High
8120,Theft,East,Night,Tuesday,Rainy,Low,Yes,14.0,18,22,60,7,2,Medium
8121,Medical,North,Night,Sunday,Sunny,Low,No,20.0,17,11,184,3,6,Medium
8122,Theft,West,Morning,Friday,Sunny,Medium,Yes,4.0,28,15,27,4,19,High
8123,Theft,South,Night,Tuesday,Cloudy,High,No,22.0,26,33,129,3,16,High
8124,Fire,East,Afternoon,Tuesday,Rainy,Low,No,4.0,29,6,129,3,20,High
8125,Fire,Central,Morning,Saturday,Cloudy,Low,Yes,21.0,7,10,353,1,8,Medium
8126,Accident,North,Night,Wednesday,Sunny,Low,No,17.0,26,13,243,4,18,High
8127,Theft,North,Morning,Tuesday,Sunny,High,Yes,20.0,15,11,130,6,17,High
8128,Medical,North,Evening,Tuesday,Rainy,High,No,11.0,6,32,343,4,6,High
8129,Accident,Central,Night,Wednesday,Rainy,High,Yes,13.0,23,16,89,4,15,High
8130,Medical,Central,Night,Tuesday,Sunny,Low,No,22.0,20,32,340,6,10,High
8131,Accident,South,Afternoon,Wednesday,Rainy,Low,No,8.0,23,33,440,7,9,High
8132,Assault,West,Evening,Tuesday,Rainy,Low,Yes,25.0,30,31,107,6,19,High
8133,Medical,North,Morning,Thursday,Cloudy,High,Yes,10.0,28,25,73,1,15,High
8134,Theft,West,Night,Monday,,,No,,18,34,151,3,15,High
8135,Theft,East,Afternoon,Tuesday,Rainy,High,No,14.0,15,6,465,8,8,High
8136,Accident,West,Evening,Wednesday,Sunny,Low,No,6.0,22,21,289,10,7,High
8137,Assault,West,Night,Monday,Cloudy,Medium,No,18.0,30,16,485,1,13,High
8138,Medical,West,Afternoon,Saturday,Sunny,High,Yes,21.0,24,12,459,9,14,High
8139,Theft,East,Evening,Tuesday,Sunny,Medium,No,23.0,24,6,400,6,7,High
8140,Fire,South,Evening,Monday,Cloudy,Medium,No,11.0,23,13,138,1,1,Low
8141,Accident,West,Afternoon,Thursday,Cloudy,High,No,11.0,6,28,11,7,12,High
8142,Fire,North,Afternoon,Sunday,Rainy,Medium,No,3.0,5,17,104,7,16,High
8143,Assault,East,Afternoon,Monday,Sunny,High,Yes,17.0,17,32,25,9,14,High
8144,Fire,Central,Night,Wednesday,Cloudy,High,Yes,19.0,16,25,302,3,15,High
8145,Theft,North,Afternoon,Friday,Rainy,Medium,No,25.0,27,30,282,10,16,High
8146,Assault,South,Evening,Wednesday,Cloudy,High,Yes,13.0,13,9,147,4,1,Medium
8147,Medical,West,Night,Saturday,Sunny,High,No,18.0,27,29,442,9,2,High
8148,Theft,South,Evening,Tuesday,Rainy,High,Yes,14.0,8,8,222,4,0,Medium
8149,Theft,North,Night,Tuesday,Sunny,High,Yes,7.0,15,7,315,10,10,High
8150,Fire,North,Night,Thursday,Rainy,High,Yes,23.0,17,19,294,1,17,High
8151,Fire,Central,Morning,Monday,Rainy,Low,No,4.0,7,6,112,8,10,High
8152,Medical,South,Evening,Saturday,Rainy,Low,Yes,9.0,5,11,390,9,15,High
8153,Accident,West,Morning,Wednesday,Cloudy,Medium,Yes,8.0,9,15,143,4,17,High
8154,Accident,Central,Evening,Friday,Cloudy,Medium,Yes,23.0,10,27,48,6,10,High
8155,Fire,North,Afternoon,Friday,Rainy,High,No,23.0,24,5,319,2,13,High
8156,Medical,East,Night,Sunday,Rainy,Low,No,6.0,28,18,325,2,20,High
8157,Fire,East,Morning,Friday,Sunny,Medium,No,24.0,5,21,74,2,18,High
8158,Accident,East,Afternoon,Tuesday,Cloudy,Medium,Yes,19.0,8,31,54,7,19,High
8159,Assault,South,Morning,Sunday,Cloudy,Low,Yes,4.0,23,6,311,1,1,Low
8160,Assault,South,Afternoon,Monday,Rainy,Medium,No,23.0,13,7,52,5,0,Medium
8161,Assault,East,Night,Monday,Cloudy,High,Yes,4.0,28,10,104,8,0,High
8162,Assault,East,Night,Tuesday,Sunny,High,No,9.0,6,30,288,6,11,High
8163,Assault,South,Morning,Friday,Sunny,Low,No,23.0,27,16,395,6,4,High
8164,Medical,East,Evening,Monday,Cloudy,Low,No,13.0,13,18,367,2,12,High
8165,Fire,West,Night,Tuesday,Rainy,Medium,No,23.0,18,15,84,4,20,High
8166,Accident,South,Afternoon,Thursday,Cloudy,Medium,No,9.0,16,17,430,3,13,High
8167,Assault,North,Night,Wednesday,Rainy,Medium,Yes,18.0,18,29,440,9,1,High
8168,Assault,West,Evening,Tuesday,Rainy,High,Yes,21.0,15,8,137,6,9,High
8169,Assault,North,Morning,Sunday,Sunny,High,No,20.0,13,34,246,3,7,Medium
8170,Assault,Central,Morning,Friday,Rainy,High,Yes,7.0,20,6,129,10,17,High
8171,Medical,North,Afternoon,Sunday,Sunny,High,Yes,17.0,9,26,46,4,19,High
8172,Fire,Central,Afternoon,Thursday,Cloudy,Medium,No,12.0,17,5,470,1,12,High
8173,Accident,South,Afternoon,Sunday,Cloudy,High,Yes,5.0,16,4,211,9,1,High
8174,Theft,East,Evening,Thursday,Rainy,High,Yes,16.0,20,25,221,9,18,High
8175,Medical,North,Afternoon,Friday,Sunny,High,No,8.0,6,33,253,1,15,High
8176,Fire,West,Night,Wednesday,Rainy,High,No,4.0,23,25,291,4,17,High
8177,Theft,North,Evening,Friday,Cloudy,Low,No,12.0,29,25,107,10,0,High
8178,Theft,North,Evening,Sunday,Rainy,Low,No,22.0,21,31,439,9,9,High
8179,Accident,East,Morning,Thursday,Rainy,High,No,16.0,25,7,272,2,16,High
8180,Medical,North,Morning,Wednesday,Cloudy,High,Yes,14.0,25,5,298,4,18,High
8181,Fire,Central,Night,Friday,Sunny,Medium,No,8.0,18,26,497,6,1,High
8182,Theft,Central,Morning,Tuesday,Sunny,Medium,No,17.0,20,11,3,4,14,High
8183,Fire,North,Night,Friday,Cloudy,Medium,Yes,6.0,5,4,494,6,8,High
8184,Medical,North,Night,Wednesday,Sunny,Medium,Yes,21.0,10,16,474,2,6,Medium
8185,Medical,South,Evening,Monday,Rainy,Medium,No,22.0,13,14,109,5,4,Medium
8186,Accident,West,Evening,Monday,Cloudy,Medium,Yes,12.0,16,14,120,4,17,High
8187,Medical,East,Afternoon,Tuesday,Sunny,Low,Yes,6.0,22,15,478,6,14,High
8188,Accident,Central,Night,Friday,Cloudy,High,No,8.0,8,25,179,10,3,High
8189,Assault,East,Morning,Sunday,Cloudy,Low,No,12.0,29,28,269,1,14,High
8190,Fire,North,Morning,Friday,Sunny,Low,Yes,13.0,29,28,138,2,6,Medium
